locus_tag	ftype	length_bp	gene	EC_number	COG	product
LEFGBFNB_00398	CDS	1314	amt			Ammonia channel
LEFGBFNB_00399	CDS	600	ftsY		COG0552	Signal recognition particle receptor FtsY
LEFGBFNB_00400	CDS	423				hypothetical protein
LEFGBFNB_00401	CDS	483				hypothetical protein
LEFGBFNB_00402	CDS	858				hypothetical protein
LEFGBFNB_00403	CDS	267				hypothetical protein
LEFGBFNB_00404	CDS	1068				hypothetical protein
LEFGBFNB_00405	CDS	1566	xylG	7.5.2.10	COG1129	Xylose import ATP-binding protein XylG
LEFGBFNB_00406	CDS	1173	xylH		COG4214	Xylose transport system permease protein XylH
LEFGBFNB_00407	CDS	594	pncA	3.5.1.19	COG1335	Nicotinamidase/pyrazinamidase
LEFGBFNB_00408	CDS	435				hypothetical protein
LEFGBFNB_00409	CDS	465	pat_1	2.3.1.183	COG1247	Phosphinothricin N-acetyltransferase
LEFGBFNB_00410	CDS	231				hypothetical protein
LEFGBFNB_00411	CDS	471				hypothetical protein
LEFGBFNB_00412	CDS	126				hypothetical protein
LEFGBFNB_00413	CDS	2256				hypothetical protein
LEFGBFNB_00414	CDS	1095	tmpC		COG1744	Membrane lipoprotein TmpC
LEFGBFNB_00415	CDS	882	scmP	3.5.1.-	COG1473	N-acetylcysteine deacetylase
LEFGBFNB_00416	CDS	933				hypothetical protein
LEFGBFNB_00417	CDS	978				hypothetical protein
LEFGBFNB_00418	CDS	243				hypothetical protein
LEFGBFNB_00419	CDS	258				hypothetical protein
LEFGBFNB_00420	CDS	669	hmuO	1.14.14.18		Heme oxygenase
LEFGBFNB_00421	CDS	1254	entS_1			Enterobactin exporter EntS
LEFGBFNB_00422	CDS	618				hypothetical protein
LEFGBFNB_00423	CDS	1338	gdh	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
LEFGBFNB_00424	CDS	546	bfrB	1.16.3.1	COG1528	Ferritin BfrB
LEFGBFNB_00425	CDS	882				hypothetical protein
LEFGBFNB_00426	CDS	336				hypothetical protein
LEFGBFNB_00427	CDS	1239				hypothetical protein
LEFGBFNB_00428	CDS	528	mshD_1	2.3.1.189		Mycothiol acetyltransferase
LEFGBFNB_00429	CDS	531	rplJ		COG0244	50S ribosomal protein L10
LEFGBFNB_00430	CDS	390	rplL		COG0222	50S ribosomal protein L7/L12
LEFGBFNB_00431	CDS	552				hypothetical protein
LEFGBFNB_00432	CDS	1092	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
LEFGBFNB_00433	CDS	396				hypothetical protein
LEFGBFNB_00434	CDS	1467	yhdG_1		COG0531	putative amino acid permease YhdG
LEFGBFNB_00435	CDS	690				hypothetical protein
LEFGBFNB_00436	CDS	309				hypothetical protein
LEFGBFNB_00437	CDS	141				hypothetical protein
LEFGBFNB_00438	CDS	264				hypothetical protein
LEFGBFNB_00439	CDS	678				hypothetical protein
LEFGBFNB_00440	CDS	93				hypothetical protein
LEFGBFNB_00441	CDS	276				hypothetical protein
LEFGBFNB_00442	CDS	252				hypothetical protein
LEFGBFNB_00443	CDS	360				hypothetical protein
LEFGBFNB_00444	CDS	1080				hypothetical protein
LEFGBFNB_00445	CDS	828	araP_2		COG1175	L-arabinose transport system permease protein AraP
LEFGBFNB_00446	CDS	1407	cbs	4.2.1.22	COG0031	Putative cystathionine beta-synthase
LEFGBFNB_00447	CDS	699				hypothetical protein
LEFGBFNB_00448	CDS	1320				hypothetical protein
LEFGBFNB_00449	CDS	903				hypothetical protein
LEFGBFNB_00450	CDS	903	ycjP		COG0395	Inner membrane ABC transporter permease protein YcjP
LEFGBFNB_00451	CDS	210				hypothetical protein
LEFGBFNB_00452	CDS	213				hypothetical protein
LEFGBFNB_00453	CDS	300				hypothetical protein
LEFGBFNB_00454	CDS	423				hypothetical protein
LEFGBFNB_00455	tRNA	74				tRNA-Phe(gaa)
LEFGBFNB_00456	tRNA	75				tRNA-Asp(gtc)
LEFGBFNB_00457	tRNA	74				tRNA-Glu(ttc)
LEFGBFNB_00458	CDS	354				hypothetical protein
LEFGBFNB_00459	CDS	321				hypothetical protein
LEFGBFNB_00460	CDS	264				hypothetical protein
LEFGBFNB_00461	CDS	870	dasC_1		COG0395	Diacetylchitobiose uptake system permease protein DasC
LEFGBFNB_00462	CDS	1005	dasB_1		COG1175	Diacetylchitobiose uptake system permease protein DasB
LEFGBFNB_00463	CDS	834	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
LEFGBFNB_00464	CDS	897		5.1.3.31	COG1082	D-tagatose 3-epimerase
LEFGBFNB_00465	CDS	318				hypothetical protein
LEFGBFNB_00466	CDS	153				hypothetical protein
LEFGBFNB_00467	CDS	99				hypothetical protein
LEFGBFNB_00468	CDS	192				hypothetical protein
LEFGBFNB_00469	CDS	321				hypothetical protein
LEFGBFNB_00470	CDS	129				hypothetical protein
LEFGBFNB_00471	CDS	1305				hypothetical protein
LEFGBFNB_00472	CDS	279				hypothetical protein
LEFGBFNB_00473	CDS	210				hypothetical protein
LEFGBFNB_00474	CDS	297				hypothetical protein
LEFGBFNB_00475	CDS	192				hypothetical protein
LEFGBFNB_00476	CDS	444	osmC	1.11.1.15	COG1764	Peroxiredoxin OsmC
LEFGBFNB_00477	CDS	1041		3.5.4.2	COG1816	Adenine deaminase
LEFGBFNB_00478	CDS	1281				hypothetical protein
LEFGBFNB_00479	CDS	396				hypothetical protein
LEFGBFNB_00480	CDS	4668				hypothetical protein
LEFGBFNB_00481	CDS	471			COG2166	putative SufE-like protein
LEFGBFNB_00482	CDS	786	rhgT	3.1.1.-	COG2755	Rhamnogalacturonan acetylesterase RhgT
LEFGBFNB_00483	CDS	1551				hypothetical protein
LEFGBFNB_00484	CDS	453				hypothetical protein
LEFGBFNB_00485	CDS	318				hypothetical protein
LEFGBFNB_00486	tRNA	87				tRNA-Ser(gga)
LEFGBFNB_00487	CDS	1335				hypothetical protein
LEFGBFNB_00488	CDS	1017				hypothetical protein
LEFGBFNB_00489	CDS	126				hypothetical protein
LEFGBFNB_00490	CDS	141				hypothetical protein
LEFGBFNB_00491	CDS	408				putative protein
LEFGBFNB_00492	CDS	411				hypothetical protein
LEFGBFNB_00493	CDS	756				hypothetical protein
LEFGBFNB_00494	CDS	375				hypothetical protein
LEFGBFNB_00495	CDS	828				hypothetical protein
LEFGBFNB_00496	CDS	1131	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
LEFGBFNB_00497	CDS	480				hypothetical protein
LEFGBFNB_00498	CDS	225	csd	2.8.1.7	COG0520	putative cysteine desulfurase
LEFGBFNB_00499	CDS	567	sufU	2.-.-.-	COG0822	Zinc-dependent sulfurtransferase SufU
LEFGBFNB_00500	CDS	354				hypothetical protein
LEFGBFNB_00501	CDS	531		4.3.2.3		Ureidoglycolate lyase
LEFGBFNB_00502	CDS	717	lutR		COG2186	HTH-type transcriptional regulator LutR
LEFGBFNB_00503	CDS	1449		4.2.1.68	COG4948	L-fuconate dehydratase
LEFGBFNB_00504	CDS	444				hypothetical protein
LEFGBFNB_00505	CDS	669				hypothetical protein
LEFGBFNB_00506	CDS	135				hypothetical protein
LEFGBFNB_00507	CDS	102				hypothetical protein
LEFGBFNB_00508	CDS	366				hypothetical protein
LEFGBFNB_00509	CDS	108				hypothetical protein
LEFGBFNB_00510	CDS	966	deoR_1		COG2390	Deoxyribonucleoside regulator
LEFGBFNB_00511	CDS	111				hypothetical protein
LEFGBFNB_00512	CDS	1017	ytfQ			ABC transporter periplasmic-binding protein YtfQ
LEFGBFNB_00513	CDS	120				hypothetical protein
LEFGBFNB_00514	CDS	225				hypothetical protein
LEFGBFNB_00515	CDS	711				hypothetical protein
LEFGBFNB_00516	CDS	1086				hypothetical protein
LEFGBFNB_00517	CDS	243				hypothetical protein
LEFGBFNB_00518	CDS	1080				hypothetical protein
LEFGBFNB_00519	CDS	1560	ahcY	3.3.1.1		Adenosylhomocysteinase
LEFGBFNB_00520	CDS	378				hypothetical protein
LEFGBFNB_00521	CDS	558				hypothetical protein
LEFGBFNB_00522	CDS	810				hypothetical protein
LEFGBFNB_00523	CDS	687				hypothetical protein
LEFGBFNB_00524	CDS	438				hypothetical protein
LEFGBFNB_00525	CDS	189				hypothetical protein
LEFGBFNB_00526	CDS	195				hypothetical protein
LEFGBFNB_00527	CDS	177				hypothetical protein
LEFGBFNB_00528	CDS	225				hypothetical protein
LEFGBFNB_00529	CDS	1944				hypothetical protein
LEFGBFNB_00530	CDS	489				hypothetical protein
LEFGBFNB_00531	CDS	369				hypothetical protein
LEFGBFNB_00532	CDS	1131	phrB	4.1.99.3	COG0415	Deoxyribodipyrimidine photo-lyase
LEFGBFNB_00533	CDS	1806	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
LEFGBFNB_00534	CDS	546				hypothetical protein
LEFGBFNB_00535	CDS	144				hypothetical protein
LEFGBFNB_00536	CDS	999	dppB_1		COG0601	Dipeptide transport system permease protein DppB
LEFGBFNB_00537	CDS	1104				hypothetical protein
LEFGBFNB_00538	CDS	930	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
LEFGBFNB_00539	CDS	882	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
LEFGBFNB_00540	CDS	828				hypothetical protein
LEFGBFNB_00541	CDS	327				hypothetical protein
LEFGBFNB_00542	CDS	444	rbfA			Ribosome-binding factor A
LEFGBFNB_00543	CDS	138				hypothetical protein
LEFGBFNB_00544	CDS	345				hypothetical protein
LEFGBFNB_00545	CDS	156				hypothetical protein
LEFGBFNB_00546	CDS	234				hypothetical protein
LEFGBFNB_00547	CDS	1251				hypothetical protein
LEFGBFNB_00548	CDS	945	araQ_6		COG0395	L-arabinose transport system permease protein AraQ
LEFGBFNB_00549	CDS	1911	typA		COG1217	GTP-binding protein TypA/BipA
LEFGBFNB_00550	CDS	477	furA		COG0735	Transcriptional regulator FurA
LEFGBFNB_00551	CDS	1077				hypothetical protein
LEFGBFNB_00552	CDS	648				hypothetical protein
LEFGBFNB_00553	CDS	840	tsf		COG0264	Elongation factor Ts
LEFGBFNB_00554	CDS	1392	nuoD	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit D
LEFGBFNB_00555	CDS	783	nuoC	7.1.1.-	COG0852	NADH-quinone oxidoreductase subunit C
LEFGBFNB_00556	CDS	552	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
LEFGBFNB_00557	CDS	363	nuoA	7.1.1.-	COG0838	NADH-quinone oxidoreductase subunit A
LEFGBFNB_00558	CDS	855	menJ	1.3.99.38	COG0644	Menaquinone reductase
LEFGBFNB_00559	CDS	276				hypothetical protein
LEFGBFNB_00560	CDS	279				hypothetical protein
LEFGBFNB_00561	CDS	396		3.6.1.9	COG0424	Nucleoside triphosphate pyrophosphatase
LEFGBFNB_00562	CDS	1542				hypothetical protein
LEFGBFNB_00563	CDS	675	zapE_1			Cell division protein ZapE
LEFGBFNB_00564	CDS	420				hypothetical protein
LEFGBFNB_00565	CDS	723	mntR			HTH-type transcriptional regulator MntR
LEFGBFNB_00566	CDS	825				hypothetical protein
LEFGBFNB_00567	CDS	669				hypothetical protein
LEFGBFNB_00568	CDS	396				hypothetical protein
LEFGBFNB_00569	CDS	1218				hypothetical protein
LEFGBFNB_00570	CDS	558				hypothetical protein
LEFGBFNB_00571	CDS	1800				hypothetical protein
LEFGBFNB_00572	CDS	402				hypothetical protein
LEFGBFNB_00573	CDS	420				hypothetical protein
LEFGBFNB_00574	CDS	414				hypothetical protein
LEFGBFNB_00575	CDS	126				hypothetical protein
LEFGBFNB_00576	CDS	1281	eno	4.2.1.11	COG0148	Enolase
LEFGBFNB_00577	CDS	222				hypothetical protein
LEFGBFNB_00578	CDS	804	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
LEFGBFNB_00579	CDS	1068				hypothetical protein
LEFGBFNB_00580	CDS	246				hypothetical protein
LEFGBFNB_00581	CDS	3924				hypothetical protein
LEFGBFNB_00582	CDS	1137				hypothetical protein
LEFGBFNB_00583	CDS	888	htpX	3.4.24.-	COG0501	Protease HtpX 
LEFGBFNB_00584	CDS	321	ywtE	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YwtE
LEFGBFNB_00585	CDS	339				hypothetical protein
LEFGBFNB_00586	CDS	282				hypothetical protein
LEFGBFNB_00587	CDS	150				hypothetical protein
LEFGBFNB_00588	CDS	426				hypothetical protein
LEFGBFNB_00589	CDS	678	otsB	3.1.3.12	COG1877	Trehalose-6-phosphate phosphatase
LEFGBFNB_00590	CDS	1125	msiK	7.5.2.-	COG3839	Diacetylchitobiose uptake system ATP-binding protein MsiK
LEFGBFNB_00591	CDS	306				hypothetical protein
LEFGBFNB_00592	CDS	1056	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
LEFGBFNB_00593	CDS	180				hypothetical protein
LEFGBFNB_00594	CDS	465				hypothetical protein
LEFGBFNB_00595	CDS	150				hypothetical protein
LEFGBFNB_00596	CDS	555				hypothetical protein
LEFGBFNB_00597	CDS	369				hypothetical protein
LEFGBFNB_00598	CDS	471				hypothetical protein
LEFGBFNB_00599	CDS	960	fpuB		COG0609	Petrobactin import system permease protein FpuB
LEFGBFNB_00600	CDS	1419				hypothetical protein
LEFGBFNB_00601	CDS	1050	gpr_1	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
LEFGBFNB_00602	CDS	1146				hypothetical protein
LEFGBFNB_00603	CDS	984				hypothetical protein
LEFGBFNB_00604	CDS	801	fabH_1	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
LEFGBFNB_00605	CDS	408				hypothetical protein
LEFGBFNB_00606	CDS	459				hypothetical protein
LEFGBFNB_00607	CDS	1425	glnA_1	6.3.1.2	COG0174	Glutamine synthetase
LEFGBFNB_00608	CDS	2700				hypothetical protein
LEFGBFNB_00609	CDS	204			COG2508	putative protein
LEFGBFNB_00610	CDS	891	yghA_1	1.-.-.-		putative oxidoreductase YghA
LEFGBFNB_00611	CDS	663				hypothetical protein
LEFGBFNB_00612	CDS	411				hypothetical protein
LEFGBFNB_00613	CDS	585	hsaB	1.5.1.36	COG1853	Flavin-dependent monooxygenase, reductase subunit HsaB
LEFGBFNB_00614	CDS	261				hypothetical protein
LEFGBFNB_00615	CDS	312				hypothetical protein
LEFGBFNB_00616	CDS	828				hypothetical protein
LEFGBFNB_00617	CDS	261				hypothetical protein
LEFGBFNB_00618	CDS	420				hypothetical protein
LEFGBFNB_00619	CDS	738				hypothetical protein
LEFGBFNB_00620	CDS	1077				hypothetical protein
LEFGBFNB_00621	CDS	1053				hypothetical protein
LEFGBFNB_00622	CDS	1095	lnrJ	2.7.13.3		Sensor histidine kinase LnrJ
LEFGBFNB_00623	CDS	639	liaR_2		COG2197	Transcriptional regulatory protein LiaR
LEFGBFNB_00624	CDS	396				hypothetical protein
LEFGBFNB_00625	CDS	1335				hypothetical protein
LEFGBFNB_00626	CDS	252				hypothetical protein
LEFGBFNB_00627	CDS	111				hypothetical protein
LEFGBFNB_00628	CDS	1059	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
LEFGBFNB_00629	CDS	1179	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
LEFGBFNB_00630	CDS	354				hypothetical protein
LEFGBFNB_00631	CDS	1569	dipZ_1		COG0785	Protein DipZ
LEFGBFNB_00632	CDS	183				hypothetical protein
LEFGBFNB_00633	CDS	1890	yjcS_2	3.1.6.-	COG2015	Putative alkyl/aryl-sulfatase YjcS
LEFGBFNB_00634	CDS	423				hypothetical protein
LEFGBFNB_00635	CDS	945				hypothetical protein
LEFGBFNB_00636	CDS	957	dasB_2		COG1175	Diacetylchitobiose uptake system permease protein DasB
LEFGBFNB_00637	CDS	933	dasC_2		COG0395	Diacetylchitobiose uptake system permease protein DasC
LEFGBFNB_00638	CDS	1338	glnA_2	6.3.1.2	COG0174	Glutamine synthetase
LEFGBFNB_00639	CDS	120				hypothetical protein
LEFGBFNB_00640	CDS	1086				hypothetical protein
LEFGBFNB_00641	CDS	303				hypothetical protein
LEFGBFNB_00642	CDS	609	rnhB			Ribonuclease HII
LEFGBFNB_00643	CDS	318				putative protein
LEFGBFNB_00644	CDS	360				hypothetical protein
LEFGBFNB_00645	CDS	849	lepB	3.4.21.89	COG0681	Signal peptidase I
LEFGBFNB_00646	CDS	1614		1.4.3.2	COG1231	L-amino acid oxidase
LEFGBFNB_00647	CDS	933				hypothetical protein
LEFGBFNB_00648	CDS	243				hypothetical protein
LEFGBFNB_00649	CDS	402				hypothetical protein
LEFGBFNB_00650	CDS	420	dinB	2.7.7.7		DNA polymerase IV
LEFGBFNB_00651	CDS	519	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
LEFGBFNB_00652	CDS	2343	relA		COG0317	Bifunctional (p)ppGpp synthase/hydrolase RelA
LEFGBFNB_00653	CDS	399				Universal stress protein
LEFGBFNB_00654	CDS	480				hypothetical protein
LEFGBFNB_00655	CDS	816	mta		COG0789	HTH-type transcriptional activator mta
LEFGBFNB_00656	CDS	1296	nhaA_1		COG3004	Na(+)/H(+) antiporter NhaA
LEFGBFNB_00657	CDS	381	def_1	3.5.1.88		Peptide deformylase
LEFGBFNB_00658	CDS	411				hypothetical protein
LEFGBFNB_00659	CDS	432	nrdI		COG1780	Protein NrdI
LEFGBFNB_00660	CDS	2178	nrdE2	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase subunit alpha 2
LEFGBFNB_00661	CDS	981	nrdF2	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta nrdF2
LEFGBFNB_00662	CDS	354	ppx2	3.6.1.11	COG0248	Exopolyphosphatase 2
LEFGBFNB_00663	CDS	804				hypothetical protein
LEFGBFNB_00664	CDS	333				hypothetical protein
LEFGBFNB_00665	CDS	279				hypothetical protein
LEFGBFNB_00666	CDS	636				hypothetical protein
LEFGBFNB_00667	CDS	519				hypothetical protein
LEFGBFNB_00668	CDS	735				hypothetical protein
LEFGBFNB_00669	CDS	1086				hypothetical protein
LEFGBFNB_00670	CDS	684	regX3_1		COG0745	Sensory transduction protein regX3
LEFGBFNB_00671	CDS	198				hypothetical protein
LEFGBFNB_00672	CDS	975	yjfF			Inner membrane ABC transporter permease protein YjfF
LEFGBFNB_00673	CDS	1059	fruF			Fructose import permease protein FruF
LEFGBFNB_00674	CDS	1542	fruK	7.5.2.-	COG1129	Fructose import ATP-binding protein FruK
LEFGBFNB_00675	CDS	366				hypothetical protein
LEFGBFNB_00676	CDS	366				hypothetical protein
LEFGBFNB_00677	CDS	582	pdhC	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
LEFGBFNB_00678	CDS	765				hypothetical protein
LEFGBFNB_00679	CDS	939				hypothetical protein
LEFGBFNB_00680	CDS	2169				hypothetical protein
LEFGBFNB_00681	CDS	297				hypothetical protein
LEFGBFNB_00682	CDS	198				hypothetical protein
LEFGBFNB_00683	CDS	909	rbsR_1		COG1609	Ribose operon repressor
LEFGBFNB_00684	CDS	1734				hypothetical protein
LEFGBFNB_00685	CDS	546				hypothetical protein
LEFGBFNB_00686	CDS	1413	nhaA_2		COG3004	Na(+)/H(+) antiporter NhaA
LEFGBFNB_00687	CDS	516	guaD	3.5.4.3	COG0590	Guanine deaminase
LEFGBFNB_00688	CDS	591		2.7.1.12	COG3265	Gluconokinase
LEFGBFNB_00689	CDS	1383	ygbN		COG2610	Inner membrane permease YgbN
LEFGBFNB_00690	CDS	210				hypothetical protein
LEFGBFNB_00691	CDS	555	hpt	2.4.2.8	COG0634	Hypoxanthine-guanine phosphoribosyltransferase
LEFGBFNB_00692	CDS	651	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
LEFGBFNB_00693	CDS	174				hypothetical protein
LEFGBFNB_00694	CDS	138				hypothetical protein
LEFGBFNB_00695	CDS	294				hypothetical protein
LEFGBFNB_00696	CDS	303				hypothetical protein
LEFGBFNB_00697	CDS	522				hypothetical protein
LEFGBFNB_00698	CDS	666	nasC	1.7.-.-	COG0243	Assimilatory nitrate reductase catalytic subunit
LEFGBFNB_00699	CDS	351				putative protein
LEFGBFNB_00700	tRNA	75				tRNA-Ile(gat)
LEFGBFNB_00701	CDS	120				hypothetical protein
LEFGBFNB_00702	tRNA	74				tRNA-Ala(tgc)
LEFGBFNB_00703	CDS	525				hypothetical protein
LEFGBFNB_00704	CDS	1518	glpK	2.7.1.30	COG0554	Glycerol kinase
LEFGBFNB_00705	CDS	171				hypothetical protein
LEFGBFNB_00706	CDS	312				hypothetical protein
LEFGBFNB_00707	CDS	486				hypothetical protein
LEFGBFNB_00708	CDS	780				hypothetical protein
LEFGBFNB_00709	CDS	177				hypothetical protein
LEFGBFNB_00710	CDS	237				hypothetical protein
LEFGBFNB_00711	CDS	1089				hypothetical protein
LEFGBFNB_00712	CDS	276				hypothetical protein
LEFGBFNB_00713	CDS	678	purR_2		COG1609	HTH-type transcriptional repressor PurR
LEFGBFNB_00714	CDS	564				hypothetical protein
LEFGBFNB_00715	CDS	495				hypothetical protein
LEFGBFNB_00716	CDS	987	rarD		COG2962	Protein RarD
LEFGBFNB_00717	tRNA	84				tRNA-Tyr(gta)
LEFGBFNB_00718	CDS	1491	lipO_1		COG1653	Lipoprotein LipO
LEFGBFNB_00719	CDS	744				hypothetical protein
LEFGBFNB_00720	CDS	981	yteP_2		COG4209	putative multiple-sugar transport system permease YteP
LEFGBFNB_00721	CDS	702				hypothetical protein
LEFGBFNB_00722	CDS	546	sbcC		COG0419	Nuclease SbcCD subunit C
LEFGBFNB_00723	CDS	453				hypothetical protein
LEFGBFNB_00724	rRNA	110				5S ribosomal RNA
LEFGBFNB_00725	CDS	111				hypothetical protein
LEFGBFNB_00726	CDS	1311	dasA_2		COG1653	Diacetylchitobiose binding protein DasA
LEFGBFNB_00727	CDS	1311				hypothetical protein
LEFGBFNB_00728	CDS	291				hypothetical protein
LEFGBFNB_00729	CDS	810	ycsE	3.1.3.104		5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YcsE
LEFGBFNB_00730	CDS	927	serS	6.1.1.11	COG0172	Serine--tRNA ligase
LEFGBFNB_00731	CDS	1491				hypothetical protein
LEFGBFNB_00732	CDS	249				hypothetical protein
LEFGBFNB_00733	CDS	300				hypothetical protein
LEFGBFNB_00734	CDS	285	lacI_1		COG1609	Lactose operon repressor
LEFGBFNB_00735	CDS	366	SIRT4	2.3.1.286		NAD-dependent protein lipoamidase sirtuin-4, mitochondrial
LEFGBFNB_00736	CDS	600	sigK		COG1595	ECF RNA polymerase sigma factor SigK
LEFGBFNB_00737	CDS	435	aroG	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive
LEFGBFNB_00738	CDS	1818		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
LEFGBFNB_00739	CDS	948	glkA	2.7.1.2		Glucokinase
LEFGBFNB_00740	CDS	1551				hypothetical protein
LEFGBFNB_00741	CDS	309				hypothetical protein
LEFGBFNB_00742	CDS	504	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
LEFGBFNB_00743	CDS	420				hypothetical protein
LEFGBFNB_00744	CDS	294	liaR_3		COG2197	Transcriptional regulatory protein LiaR
LEFGBFNB_00745	CDS	1908				hypothetical protein
LEFGBFNB_00746	CDS	1230	mntH		COG1914	Divalent metal cation transporter MntH
LEFGBFNB_00747	CDS	399				hypothetical protein
LEFGBFNB_00748	CDS	2085	cbhA	3.2.1.91	COG5297	Exoglucanase A
LEFGBFNB_00749	CDS	714	lnrK_1		COG2197	Transcriptional regulatory protein LnrK
LEFGBFNB_00750	CDS	1071	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
LEFGBFNB_00751	CDS	753				hypothetical protein
LEFGBFNB_00752	CDS	630				hypothetical protein
LEFGBFNB_00753	CDS	132				hypothetical protein
LEFGBFNB_00754	CDS	132				hypothetical protein
LEFGBFNB_00755	CDS	663				hypothetical protein
LEFGBFNB_00756	CDS	561				hypothetical protein
LEFGBFNB_00757	CDS	186				hypothetical protein
LEFGBFNB_00758	CDS	1029	fepB		COG4592	Ferrienterobactin-binding periplasmic protein
LEFGBFNB_00759	CDS	297	grpE		COG0576	Protein GrpE
LEFGBFNB_00760	CDS	1518	emrB			Multidrug export protein EmrB
LEFGBFNB_00761	CDS	837				hypothetical protein
LEFGBFNB_00762	CDS	315				hypothetical protein
LEFGBFNB_00763	CDS	423	fitB	3.1.-.-		Toxin FitB
LEFGBFNB_00764	CDS	258				hypothetical protein
LEFGBFNB_00765	CDS	279				hypothetical protein
LEFGBFNB_00766	CDS	618	yyaP_2		COG0262	putative protein YyaP
LEFGBFNB_00767	CDS	297				hypothetical protein
LEFGBFNB_00768	tRNA	74				tRNA-Arg(acg)
LEFGBFNB_00769	CDS	957	tdh	1.1.1.103		L-threonine 3-dehydrogenase
LEFGBFNB_00770	CDS	510				hypothetical protein
LEFGBFNB_00771	CDS	1314	pip_1	3.4.11.5		Proline iminopeptidase
LEFGBFNB_00772	CDS	171				hypothetical protein
LEFGBFNB_00773	CDS	402	zur		COG0735	Zinc uptake regulation protein
LEFGBFNB_00774	CDS	552				hypothetical protein
LEFGBFNB_00775	CDS	285				hypothetical protein
LEFGBFNB_00776	CDS	456				hypothetical protein
LEFGBFNB_00777	CDS	105				hypothetical protein
LEFGBFNB_00778	CDS	342	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
LEFGBFNB_00779	CDS	273				hypothetical protein
LEFGBFNB_00780	CDS	360	tatD	3.1.-.-	COG0084	putative metal-dependent hydrolase TatD
LEFGBFNB_00781	CDS	420	hslR		COG1188	Heat shock protein 15
